Source ; Target
toro ; lobo
lobo ; perro
perro ; gato
gato ; pez
pez ; ballena
ballena ; tiburon
tiburon ; medusa
medusa ; cerdo
cerdo ; jabali
gato ; perro
perro ; caballo
caballo ; rata
rata ; raton
raton ; toro
toro ; vaca
vaca ; pajaro
pajaro ; cocodrilo
cocodrilo ; leopardo
leopardo ; guepardo
guepardo ; tigre
tigre ; leon
leon ; periquito
periquito ; nutria
nutria ; lince
lince ; zorro
zorro ; mono
mono ; jirafa
jirafa ; ciervo
ciervo ; reno
reno ; lobo
lobo ; gacela
gacela ; huron
huron ; suricato
suricato ; serpiente
serpiente ; a
vaca ; perro
perro ; gato
gato ; cerdo
cerdo ; caballo
caballo ; jirafa
jirafa ; mosca
mosca ; murcielago
murcielago ; serpiente
serpiente ; arana
arana ; pez
perro ; gato
gato ; oveja
oveja ; abeja
abeja ; insecto
insecto ; arana
arana ; mosquito
mosquito ; lobo
lobo ; cerdo
cerdo ; pajaro
pajaro ; tiburon
tiburon ; pez
pez ; mantarraya
mantarraya ; leopardo
leopardo ; tigre
tigre ; leon
leon ; pantera
pantera ; jirafa
jirafa ; elefante
elefante ; foca
foca ; morsa
morsa ; pingüino
vaca ; burro
burro ; buey
buey ; caballo
caballo ; perro
perro ; gato
gato ; pajaro
pajaro ; huron
huron ; serpiente
serpiente ; zorro
zorro ; lince
lince ; leon
leon ; tigre
tigre ; hiena
hiena ; cuervo
cuervo ; cocodrilo
cocodrilo ; caiman
caiman ; ciervo
ciervo ; cabra
cabra ; oveja
oveja ; cerdo
gato ; perro
perro ; elefante
elefante ; huron
huron ; cocodrilo
cocodrilo ; cabra
cabra ; cerdo
cerdo ; vaca
vaca ; caballo
caballo ; ardilla
ardilla ; castor
castor ; lobo
lobo ; toro
toro ; pez
caballo ; delfin
delfin ; ballena
ballena ; perro
perro ; gato
gato ; conejo
conejo ; hamster
hamster ; ciguena
ciguena ; gorrion
gorrion ; cocodrilo
cocodrilo ; buho
buho ; lechuza
lechuza ; aguilaimperial
aguilaimperial ; buitre
buitre ; gusano
gusano ; hormiga
hormiga ; mariquita
mariquita ; saltamontes
saltamontes ; garrapata
garrapata ; polilla
caballo ; jirafa
jirafa ; rabbit
rabbit ; ballena
ballena ; delfin
delfin ; salmon
salmon ; ciervo
ciervo ; pajaro
pajaro ; ciguena
ciguena ; halcon
halcon ; aguila
aguila ; mono
mono ; gorila
gorila ; ciempies
ciempies ; ciempies
vaca ; toro
toro ; oveja
oveja ; cabra
cabra ; perro
perro ; gato
gato ; gallina
gallina ; iguana
iguana ; pez
pez ; mono
mono ; delfin
delfin ; tiburon
tiburon ; ballena
ballena ; ardilla
cobaya ; perro
perro ; gato
gato ; delfin
delfin ; pez
pez ; gaviota
gaviota ; aguila
aguila ; raton
raton ; hamster
hamster ; camaleon
camaleon ; ajolote
ajolote ; tiburon
tiburon ; macaco
cerdo ; sapo
sapo ; perro
perro ; gato
gato ; arana
arana ; avispa
avispa ; abeja
abeja ; ciguena
ciguena ; tortuga
tortuga ; pulpo
pulpo ; camaron
camaron ; ballena
ballena ; cangrejo
cangrejo ; tiburon
tiburon ; delfin
delfin ; leon
leon ; avestruz
avestruz ; girafa
girafa ; rinoceronte
perro ; gato
gato ; zorro
zorro ; conejo
conejo ; dinosaurio
dinosaurio ; raton
raton ; insecto
insecto ; mariposa
mariposa ; pajaro
pajaro ; aguila
aguila ; foca
foca ; mamut
mamut ; babuino
babuino ; mono
mono ; oso
oso ; toro
toro ; vaca
vaca ; caballo
caballo ; mula
mula ; nu
nu ; elefante
elefante ; pingüino
perro ; gato
gato ; zorro
zorro ; loro
loro ; pajaro
pajaro ; dinosaurio
dinosaurio ; serpiente
serpiente ; culebra
culebra ; lagartija
lagartija ; salamandra
salamandra ; alconperegrino
alconperegrino ; aguila
aguila ; salmon
salmon ; tiburon
tiburon ; tiburonmartillo
tiburonmartillo ; mantarraya
mantarraya ; tiburonblanco
tiburonblanco ; tiburonballena
tiburonballena ; ballena
vaca ; cabra
cabra ; zorro
zorro ; lobo
lobo ; conejo
conejo ; ardilla
ardilla ; armadillo
armadillo ; leon
leon ; tigre
tigre ; jaguar
jaguar ; cocodrilo
cocodrilo ; cebra
cebra ; cerdo
cerdo ; jabali
jabali ; gato
gato ; perro
perro ; oso
oso ; mariquita
mariquita ; abeja
abeja ; avispa
avispa ; avispa
sapo ; perro
perro ; cerdo
cerdo ; gato
gato ; arana
arana ; avestruz
avestruz ; abeja
abeja ; elefante
elefante ; pajaro
pajaro ; tortuga
tortuga ; camaron
camaron ; calamar
calamar ; ballena
ballena ; tiburon
tiburon ; delfin
delfin ; leon
leon ; jirafa
jirafa ; rinoceronte
perro ; gato
gato ; zorro
zorro ; lobo
lobo ; rana
rana ; pezglobo
pezglobo ; pezpayaso
pezpayaso ; tiburon
tiburon ; ciervo
ciervo ; jabali
jabali ; cerdo
cerdo ; vibora
vibora ; serpiente
serpiente ; jirafa
jirafa ; elefante
elefante ; cocodrilo
cocodrilo ; rinoceronte
rinoceronte ; vaca
vaca ; oveja
oveja ; abeja
abeja ; mosquito
mosquito ; mariquita
mariquita ; salamandra
vaca ; mosca
mosca ; libelula
libelula ; mariposa
mariposa ; oveja
oveja ; perro
perro ; gato
gato ; hamster
hamster ; rata
rata ; raton
raton ; serpiente
serpiente ; iguana
iguana ; lagarto
lagarto ; camaleon
camaleon ; leon
leon ; rinoceronte
rinoceronte ; tigre
tigre ; puma
puma ; escarabajo
escarabajo ; rana
rana ; topo
topo ; gusano
gusano ; delfin
delfin ; ballena
ballena ; anguila
anguila ; cabra
cabra ; caballo
caballo ; canario
canario ; loro
perro ; gato
gato ; pez
pez ; serpiente
serpiente ; tigre
tigre ; leon
leon ; elefante
elefante ; hamster
hamster ; rata
rata ; vaca
vaca ; oveja
oveja ; gallina
gallina ; pajaro
pajaro ; conejo
conejo ; lobo
perro ; gato
gato ; vaca
vaca ; toro
toro ; tortuga
tortuga ; pajaro
pajaro ; pez
pez ; salmon
salmon ; trucha
trucha ; perdiz
perdiz ; kiwi
kiwi ; canguro
canguro ; koala
koala ; cocodrilo
cocodrilo ; tiburon
tiburon ; ballena
ballena ; orca
orca ; gorila
gorila ; orangutan
orangutan ; besugo
besugo ; agaporni
agaporni ; loro
loro ; oveja
oveja ; cabra
cabra ; arana
arana ; serpiente
serpiente ; lagarto
lagarto ; lagarto
zorro ; besugo
besugo ; hormiga
hormiga ; caballo
caballo ; leon
leon ; tigre
tigre ; lince
lince ; camaleon
camaleon ; ciervo
ciervo ; sirulo
sirulo ; perro
perro ; gato
gato ; loro
loro ; pajaro
pajaro ; mamifero
mamifero ; ballena
ballena ; ciguena
ciguena ; pez
pez ; rana
rana ; arana
arana ; sapo
sapo ; oviparo
oviparo ; viviparo
viviparo ; medusa
perro ; gato
gato ; viviparo
viviparo ; oviparo
oviparo ; ave
ave ; reptil
reptil ; mamifero
mamifero ; oceano
oceano ; pez
perro ; gato
gato ; hiena
hiena ; mariquita
mariquita ; arana
arana ; mosca
mosca ; abeja
abeja ; avispa
avispa ; cabra
cabra ; vaca
vaca ; elefante
elefante ; rata
rata ; raton
raton ; tortuga
tortuga ; pez
pez ; pajaro
pajaro ; leon
leon ; tigre
tigre ; cocodrilo
cocodrilo ; lobo
lobo ; pez
pez ; delfin
delfin ; foca
foca ; morsa
perro ; gato
gato ; raton
raton ; jirafa
jirafa ; leon
leon ; tigre
tigre ; serpiente
serpiente ; lagarto
lagarto ; gallina
gallina ; gallo
gallo ; cebra
cebra ; buey
buey ; pajaro
pajaro ; aguila
aguila ; halcon
halcon ; hormiga
hormiga ; cucaracha
cucaracha ; lagartija
lagartija ; escarabajo
escarabajo ; pantera
pantera ; puma
puma ; jaguar
jaguar ; abeja
abeja ; oveja
cocodrilo ; elefante
elefante ; perro
perro ; gato
gato ; loro
loro ; gorrion
gorrion ; avestruz
avestruz ; tigre
tigre ; cebra
cebra ; toro
toro ; vaca
vaca ; nu
gato ; perro
perro ; pajaro
pajaro ; elefante
elefante ; jirafa
jirafa ; cebra
cebra ; leon
leon ; huron
huron ; ornitorrinco
ornitorrinco ; raton
raton ; cucaracha
cucaracha ; guepardo
guepardo ; pantera
pantera ; ballena
ballena ; murcielago
murcielago ; mono
mono ; gorila
cocodrilo ; perro
perro ; gato
gato ; jirafa
jirafa ; dinosaurio
dinosaurio ; burro
burro ; caballo
caballo ; zorro
zorro ; lobo
lobo ; leon
leon ; guepardo
guepardo ; leopardo
leopardo ; puma
puma ; pantera
pantera ; pato
mono ; rata
rata ; raton
raton ; conejo
conejo ; arana
arana ; cocodrilo
cocodrilo ; escolopendra
escolopendra ; mosca
mosca ; mosquito
mosquito ; cucaracha
cucaracha ; gorrion
gorrion ; pajaro
pajaro ; gato
gato ; perro
perro ; hamster
hamster ; leopardo
leopardo ; guepardo
guepardo ; tigre
tigre ; leon
leon ; serpiente
serpiente ; pantera
pantera ; tiburon
tiburon ; salmon
vaca ; pajaro
pajaro ; ave
ave ; mamifero
mamifero ; avestruz
avestruz ; abeja
abeja ; oveja
oveja ; elefante
elefante ; aguila
aguila ; leopardo
leopardo ; guepardo
guepardo ; raya
raya ; punto
punto ; color
color ; leon
leon ; tigre
tigre ; perro
perro ; gato
gato ; zorro
zorro ; naturaleza
naturaleza ; aire
aire ; fauna
fauna ; pez
pez ; tiburon
tiburon ; delfin
delfin ; tortuga
tortuga ; hamster
hamster ; avispa
avispa ; bicho
bicho ; arana
arana ; hormiga
hormiga ; cucaracha
cucaracha ; serpiente
serpiente ; anfibio
anfibio ; reptil
reptil ; lagarto
lagarto ; rana
rana ; cocodrilo
cocodrilo ; caiman
caiman ; iguana
iguana ; camaleon
camaleon ; rata
rata ; raton
raton ; culebra
culebra ; lombriz
perro ; gato
gato ; pez
pez ; mascota
mascota ; pelo
pelo ; pata
pata ; alergia
alergia ; leon
leon ; tigre
tigre ; hipopotamo
hipopotamo ; serpiente
serpiente ; camello
camello ; tarantula
tarantula ; escorpion
escorpion ; escolopendra
escolopendra ; peligro
peligro ; suave
suave ; conejo
conejo ; hamster
hamster ; lagarto
lagarto ; mariposa
mariposa ; ornitorrinco
ornitorrinco ; cerdo
cerdo ; vaca
vaca ; pinguino
pinguino ; oveja
oveja ; pato
pato ; bisonte
bisonte ; aguila
aguila ; pluma
pluma ; oviparo
oviparo ; viviparo
viviparo ; mamifero
tigre ; leon
leon ; elefante
elefante ; oso
oso ; abeja
abeja ; avispa
avispa ; mosquito
mosquito ; naturaleza
naturaleza ; habitat
habitat ; jungla
jungla ; selva
selva ; hormiga
hormiga ; perro
perro ; gato
gato ; guepardo
guepardo ; presa
presa ; depredador
depredador ; conejo
conejo ; liebre
liebre ; arana
arana ; gusano
gusano ; mosca
mosca ; colibri
colibri ; gallo
gallo ; gallina
gallina ; hipopotamo
hipopotamo ; buey
buey ; toro
toro ; vaca
vaca ; caballo
caballo ; yegua
yegua ; calamar
calamar ; pulpo
pulpo ; medusa
vida ; naturaleza
naturaleza ; arana
arana ; bonito
bonito ; perro
perro ; campo
campo ; volar
volar ; nadar
nadar ; noche
noche ; peligro
peligro ; serpiente
serpiente ; veneno
veneno ; moral
moral ; chulo
chulo ; tiburon
tiburon ; cadena
canguro ; cerdo
cerdo ; vaca
vaca ; gallina
gallina ; pollo
pollo ; cazar
cazar ; matar
matar ; cocinar
cocinar ; proteina
proteina ; grasa
grasa ; engordar
engordar ; rana
rana ; raton
raton ; gato
gato ; comer
comer ; perro
perro ; asesinar
asesinar ; afavor
afavor ; inconsciencia
vaca ; toro
toro ; buey
buey ; nu
nu ; escolopendra
escolopendra ; serpiente
serpiente ; cabra
cabra ; abeja
abeja ; mosca
mosca ; mosquito
mosquito ; caiman
caiman ; cocodrilo
cocodrilo ; mariposa
mariposa ; avispa
avispa ; ciempies
ciempies ; ciempies
ciempies ; capa
capa ; trucha
trucha ; sucio
sucio ; pesca
pesca ; cangrejo
cangrejo ; bogavante
bogavante ; langosta
langosta ; gamba
gamba ; gambon
gambon ; lubina
lubina ; chicharro
chicharro ; cerdo
cerdo ; pajaro
pajaro ; naturaleza
naturaleza ; ciguena
ciguena ; pinguino
pinguino ; cisne
cisne ; comida
comida ; tucan
tucan ; delfin
delfin ; tiburon
tiburon ; pezespada
pezespada ; luciernaga
naturaleza ; habitat
habitat ; perro
perro ; gato
gato ; caballo
caballo ; cerdo
cerdo ; oveja
oveja ; cabra
cabra ; vaca
vaca ; toro
toro ; serpiente
serpiente ; lagarto
lagarto ; cocodrilo
cocodrilo ; elefante
elefante ; jirafa
jirafa ; tigre
tigre ; leon
leon ; leopardo
leopardo ; oso
oso ; zorro
zorro ; conejo
conejo ; gallina
gallina ; gallo
gallo ; rata
rata ; raton
raton ; paloma
paloma ; loro
loro ; tucan
tucan ; aguila
aguila ; hipopotamo
hipopotamo ; sabana
sabana ; bosque
bosque ; jungla
jungla ; jaula
jaula ; zoologico
perro ; tiburon
tiburon ; gato
gato ; mascota
mascota ; salvaje
salvaje ; domestico
domestico ; serpiente
serpiente ; pez
pez ; medusa
medusa ; leon
leon ; tigre
tigre ; guepardo
guepardo ; ballena
ballena ; periquito
periquito ; raton
raton ; rata
rata ; conejo
conejo ; lobo
lobo ; jabali
jabali ; cerdo
cerdo ; ciervo
ciervo ; arce
arce ; foca
foca ; leonmarino
leonmarino ; pinguino
pinguino ; osopardo
osopardo ; osopanda
osopanda ; osopolar
osopolar ; lince
lince ; hipopotamo
hipopotamo ; rinoceronte
leon ; tigre
tigre ; gato
gato ; perro
perro ; raton
raton ; cucaracha
cucaracha ; escarabajo
escarabajo ; mariposa
mariposa ; elefante
elefante ; serpiente
serpiente ; hipopotamo
hipopotamo ; cocodrilo
cocodrilo ; mono
mono ; nutria
nutria ; avestruz
avestruz ; santuario
santuario ; compania
compania ; felicidad
felicidad ; fiel
fiel ; pez
pez ; cangrejo
cangrejo ; libelula
libelula ; mariposa
mariposa ; trucha
trucha ; pezpayaso
pezpayaso ; tiburon
perro ; gato
gato ; trucha
trucha ; colibri
colibri ; cuervo
cuervo ; aguila
aguila ; cangrejo
cangrejo ; tiburon
tiburon ; delfin
delfin ; ballena
ballena ; foca
foca ; leonmarino
leonmarino ; pinguino
pinguino ; simio
simio ; perezoso
perezoso ; tigre
tigre ; leon
leon ; nutria
nutria ; salmon
salmon ; dorada
dorada ; lubina
lubina ; morena
morena ; tortuga
cocodrilo ; jirafa
jirafa ; elefante
elefante ; gato
gato ; perro
perro ; vaca
vaca ; caballo
caballo ; rata
rata ; iguana
iguana ; leopardo
leopardo ; hiena
hiena ; tigre
tigre ; leon
leon ; gusano
gusano ; serpiente
serpiente ; pez
pez ; hipopotamo
hipopotamo ; cabra
cabra ; gacela
gacela ; tiburon
tiburon ; orca
orca ; ballena
ballena ; pulpo
pulpo ; tiburonmartillo
tiburonmartillo ; pezglobo
pezglobo ; aguila
aguila ; arana
arana ; rinoceronte
delfin ; ballena
ballena ; oso
oso ; leon
leon ; tigre
tigre ; puma
puma ; camaleon
camaleon ; tortuga
tortuga ; iguana
iguana ; conejo
conejo ; hamster
hamster ; loro
loro ; paloma
paloma ; perro
perro ; gato
gato ; serpiente
serpiente ; tucan
tucan ; anguila
anguila ; aguila
aguila ; buitre
buitre ; hormiga
hormiga ; escarabajo
escarabajo ; elefante
elefante ; jirafa
jirafa ; jabali
jabali ; hipopotamo
hipopotamo ; rinoceronte
rinoceronte ; mono
mono ; gorila
gorila ; ciempies
ciempies ; rana
rana ; sapo
sapo ; orangutan
orangutan ; guepardo
guepardo ; leopardo
leopardo ; gamo
gamo ; gineta
gineta ; zorro
zorro ; lobo
leon ; tigre
tigre ; cebra
cebra ; leopardo
leopardo ; oso
oso ; serpiente
serpiente ; omnivoro
omnivoro ; perro
perro ; gato
gato ; pez
pez ; caracol
caracol ; tortuga
tortuga ; koala
koala ; armadillo
armadillo ; vaca
vaca ; cerdo
cerdo ; pollo
pollo ; gallina
gallina ; ballena
ballena ; tiburon
tiburon ; caballitodemar
caballitodemar ; cabra
perro ; gato
gato ; cria
cria ; persona
persona ; mariposa
mariposa ; rinoceronte
rinoceronte ; leon
leon ; tigre
tigre ; cebra
cebra ; guepardo
guepardo ; loro
loro ; pajaro
pajaro ; rape
rape ; pez
pez ; tiburon
tiburon ; ballena
ballena ; color
color ; azul
azul ; volar
volar ; aguila
aguila ; rata
rata ; raton
raton ; crustaceo
crustaceo ; cangrejo
cangrejo ; esponja
esponja ; mucho
mucho ; insecto
insecto ; bicho
bicho ; pequeno
pequeno ; grande
grande ; cucaracha
cucaracha ; mosquito
mosquito ; moco
moco ; koala
koala ; diversidad
diversidad ; carnivoro
carnivoro ; herbivoro
herbivoro ; simio
simio ; merluza
perro ; gato
gato ; zorro
zorro ; pajaro
pajaro ; leon
leon ; ballena
ballena ; tigre
tigre ; foca
foca ; jirafa
jirafa ; hamster
hamster ; delfin
delfin ; oso
oso ; osopolar
osopolar ; hormiga
hormiga ; raton
raton ; rata
rata ; cucaracha
cucaracha ; elefante
elefante ; aguila
aguila ; huron
perro ; gato
gato ; delfin
delfin ; ballena
ballena ; dientesdesable
dientesdesable ; mamut
mamut ; leon
leon ; tigre
tigre ; hiena
hiena ; avestruz
avestruz ; halcon
halcon ; aguila
aguila ; flamenco
flamenco ; gorrino
gorrino ; mono
mono ; simio
simio ; gorila
gorila ; orangutan
orangutan ; loro
loro ; serpiente
serpiente ; rana
rana ; tortuga
tortuga ; castor
castor ; nutria
nutria ; bison
bison ; bisoneuropeo
bisoneuropeo ; bisonamericano
bisonamericano ; toro
toro ; vaca
vaca ; caballo
perro ; gato
gato ; mamifero
mamifero ; pelea
pelea ; ley
ley ; civilizacion
civilizacion ; jungla
jungla ; humano
humano ; oceano
oceano ; matadero
matadero ; ardilla
ardilla ; pez
pez ; ave
ave ; pajaro
pajaro ; periquito
periquito ; tiburon
tiburon ; criatura
criatura ; felino
felino ; canino
canino ; hamster
hamster ; insecto
insecto ; arana
arana ; dragon
mariposa ; lago
lago ; rio
rio ; camuflaje
camuflaje ; escama
escama ; pelaje
pelaje ; selva
selva ; sabana
sabana ; cazar
cazar ; tigre
tigre ; leon
leon ; leopardo
leopardo ; guepardo
guepardo ; hiena
hiena ; pez
pez ; pulpo
pulpo ; estrella
estrella ; tiburon
tiburon ; ballena
ballena ; delfin
delfin ; gato
gato ; perro
perro ; conejo
conejo ; pajaro
pajaro ; aguila
aguila ; cuervo
cuervo ; cobaya
cobaya ; oveja
oveja ; vaca
vaca ; cabra
cabra ; lobo
lobo ; mosquito
mosquito ; saltamontes
saltamontes ; ardilla
ardilla ; ciervo
gato ; perro
perro ; jirafa
jirafa ; oso
oso ; koala
koala ; osopolar
osopolar ; osopanda
osopanda ; pez
pez ; hipopotamo
hipopotamo ; ave
ave ; hamster
hamster ; raton
raton ; conejo
conejo ; cocodrilo
cocodrilo ; tiburon
tiburon ; mantarraya
mantarraya ; ballena
ballena ; delfin
delfin ; leon
leon ; tigre
tigre ; jaguar
jaguar ; leopardo
perro ; gato
gato ; elefante
elefante ; foca
foca ; cocodrilo
cocodrilo ; pez
pez ; delfin
delfin ; tiburon
tiburon ; pajaro
pajaro ; gaviota
gaviota ; paloma
paloma ; pato
pato ; ciguena
ciguena ; serpiente
serpiente ; mosca
mosca ; conejo
conejo ; tortuga
tortuga ; erizo
erizo ; caballo
vaca ; perro
perro ; gato
gato ; conejo
conejo ; lobo
lobo ; elefante
elefante ; jirafa
jirafa ; gallina
gallina ; cerdo
cerdo ; oveja
oveja ; cobra
cobra ; lagarto
lagarto ; salamandra
salamandra ; babosa
babosa ; mantisreligiosa
mantisreligiosa ; cucaracha
cucaracha ; mariposa
mariposa ; bichopalo
bichopalo ; tigre
tigre ; leon
leon ; serpiente
serpiente ; tucan
tucan ; pajaro
pajaro ; aguila
gato ; perro
perro ; lagarto
lagarto ; serpiente
serpiente ; capibara
capibara ; ornitorrinco
ornitorrinco ; hipopotamo
hipopotamo ; hormiga
hormiga ; rinoceronte
rinoceronte ; escorpion
escorpion ; mapache
mapache ; elefante
elefante ; arana
arana ; garrapata
garrapata ; leon
leon ; tigre
tigre ; pez
pez ; tiburon
tiburon ; delfin
delfin ; hiena
cebra ; perro
perro ; gato
gato ; conejo
conejo ; pajaro
pajaro ; cocodrilo
cocodrilo ; leon
leon ; guepardo
guepardo ; jirafa
jirafa ; hiena
hiena ; hipopotamo
hipopotamo ; serpiente
serpiente ; delfin
delfin ; orca
orca ; ballena
ballena ; tortuga
tortuga ; pez
pez ; cangrejo
cangrejo ; tiburon
tiburon ; camello
camello ; mosca
mosca ; avispa
avispa ; abeja
paseo ; presa
presa ; caza
caza ; pesca
pesca ; carne
carne ; verdura
verdura ; domestico
domestico ; montura
montura ; collar
collar ; agua
agua ; pradera
pradera ; bosque
bosque ; sabana
sabana ; africa
africa ; rio
rio ; mariposa
mariposa ; arbol
arbol ; verano
verano ; miel
miel ; antimosquito
antimosquito ; parque
parque ; jardin
perro ; gato
gato ; lemur
lemur ; tiburon
tiburon ; camaleon
camaleon ; lagarto
lagarto ; delfin
delfin ; ballena
ballena ; nu
nu ; flamenco
flamenco ; escarabajo
escarabajo ; hormiga
hormiga ; mariquita
mariquita ; ciempies
ciempies ; ciervo
ciervo ; jabali
jabali ; conejo
conejo ; cangrejo
cangrejo ; pez
elefante ; leon
leon ; tigre
tigre ; cebra
cebra ; camaleon
camaleon ; mosquito
mosquito ; suricato
suricato ; mosca
mosca ; rinoceronte
rinoceronte ; jirafa
jirafa ; pantera
pantera ; guepardo
guepardo ; leopardo
leopardo ; mono
mono ; conejo
conejo ; perro
perro ; gato
gato ; gorila
gorila ; chimpance
chimpance ; ornitorrinco
ornitorrinco ; serpiente
serpiente ; quebrantahuesos
quebrantahuesos ; jilguero
jilguero ; lobo
lobo ; buho
buho ; pelaje
pelaje ; piel
piel ; escama
escama ; cocodrilo
cocodrilo ; caiman
perro ; gato
gato ; leon
leon ; tigre
tigre ; elefante
elefante ; tiburon
tiburon ; mono
mono ; cerdo
cerdo ; vaca
vaca ; oveja
oveja ; galgo
galgo ; lagarto
lagarto ; camaleon
camaleon ; caza
caza ; cazador
cazador ; jabali
jabali ; pesca
pesca ; liebre
liebre ; tortuga
tortuga ; conejo
conejo ; pato
pato ; raton
raton ; rata
rata ; mamifero
mamifero ; ave
ave ; aguila
aguila ; buitre
elefante ; raton
raton ; gato
gato ; perro
perro ; saltamontes
saltamontes ; leon
leon ; tigre
tigre ; delfin
delfin ; cola
cola ; pelaje
pelaje ; colmillo
colmillo ; cocodrilo
cocodrilo ; majestuoso
majestuoso ; cucaracha
cucaracha ; miedo
miedo ; ternura
ternura ; oreja
oreja ; aleta
aleta ; color
color ; pluma
pluma ; pajaro
pajaro ; leopardo
leopardo ; respeto
respeto ; serpiente
cabra ; oveja
oveja ; gallina
gallina ; caballo
caballo ; perro
perro ; gato
gato ; cobaya
cobaya ; pato
pato ; tiburon
tiburon ; pezpayaso
pezpayaso ; arana
arana ; serpiente
serpiente ; cocodrilo
cocodrilo ; vaca
vaca ; camaleon
camaleon ; sapo
sapo ; mono
mono ; pajaro
pajaro ; paloma
paloma ; buho
buho ; buitre
buitre ; aguila
aguila ; yegua
yegua ; burro
burro ; potro
vida ; muerte
muerte ; cadenaalimentaria
cadenaalimentaria ; evolucion
evolucion ; instinto
instinto ; cazar
cazar ; comida
comida ; tierra
tierra ; adaptacion
pajaro ; colibri
colibri ; agaporni
agaporni ; guepardo
guepardo ; ornitorrinco
ornitorrinco ; perro
perro ; pato
pato ; huron
huron ; mascota
mascota ; serpiente
serpiente ; tiburon
tiburon ; lagarto
lagarto ; pez
pez ; lubina
lubina ; trucha
trucha ; pescado
pescado ; hipopotamo
hipopotamo ; cocodrilo
cocodrilo ; cebra
cebra ; nu
nu ; bufalo
bufalo ; gacela
gacela ; ciervo
ciervo ; corzo
corzo ; jabali
jabali ; tortuga
tortuga ; anfibio
anfibio ; reptil
reptil ; mamifero
mamifero ; oviparo
oviparo ; huevo
huevo ; oso
oso ; puma
pata ; animalista
animalista ; carne
carne ; evolucion
evolucion ; cadena
cadena ; depredador
depredador ; presa
presa ; cazador
cazador ; furtivo
furtivo ; zoologico
zoologico ; extincion
extincion ; ecosistema
ecosistema ; orden
orden ; vida
vida ; exotico
exotico ; nacional
nacional ; autoctono
autoctono ; plaga
perro ; gato
gato ; elefante
elefante ; tortuga
tortuga ; leon
leon ; tigre
tigre ; lagarto
lagarto ; cocodrilo
cocodrilo ; cuervo
cuervo ; buitre
buitre ; buho
buho ; hiena
hiena ; canguro
canguro ; loro
loro ; pajaro
pajaro ; pez
pez ; mono
mono ; orangutan
orangutan ; castor
castor ; cerdo
cerdo ; gorila
gorila ; mosquito
mosquito ; arana
arana ; abeja
abeja ; avispa
avispa ; hormiga
serpiente ; raton
raton ; rata
rata ; pajaro
pajaro ; perro
perro ; gato
gato ; conejo
conejo ; leon
leon ; tigre
tigre ; leopardo
leopardo ; guepardo
guepardo ; delfin
delfin ; tiburon
tiburon ; orca
orca ; ballena
ballena ; pinguino
pinguino ; osopolar
osopolar ; koala
koala ; osopanda
osopanda ; canguro
canguro ; elefante
elefante ; jirafa
jirafa ; loro
loro ; cocodrilo
cocodrilo ; caiman
caiman ; capibara
capibara ; cebra
cebra ; lagarto
lobo ; zorro
zorro ; leon
leon ; tigre
tigre ; camaleon
camaleon ; gato
gato ; perro
perro ; pajaro
pajaro ; pez
pez ; periquito
periquito ; loro
loro ; tiburon
tiburon ; delfin
delfin ; jirafa
jirafa ; hipopotamo
hipopotamo ; sanguijuela
sanguijuela ; leopardo
leopardo ; guepardo
guepardo ; pantera
pantera ; serpiente
serpiente ; cobra
cobra ; lince
lince ; osopardo
osopardo ; osopolar
osopolar ; gorrion
gorrion ; paloma
paloma ; hamster
perro ; gato
gato ; tigre
tigre ; elefante
elefante ; leon
leon ; tortuga
tortuga ; mono
mono ; chimpance
chimpance ; hamster
hamster ; serpiente
serpiente ; lagartija
lagartija ; cucaracha
cucaracha ; cabra
cabra ; oveja
oveja ; abeja
abeja ; camaleon
camaleon ; cerdo
cerdo ; ave
ave ; gaviota
gaviota ; aguila
aguila ; reptil
reptil ; tiburon
tiburon ; ballena
ballena ; delfin
delfin ; foca
foca ; morsa
morsa ; pinguino
tigre ; leon
leon ; leopardo
leopardo ; guepardo
guepardo ; cabra
cabra ; oveja
oveja ; abeja
abeja ; avispa
avispa ; perro
perro ; gato
gato ; serpiente
serpiente ; cobra
cobra ; cocodrilo
cocodrilo ; hipopotamo
hipopotamo ; rinoceronte
rinoceronte ; mono
mono ; iguana
iguana ; pajaro
pajaro ; paloma
paloma ; aguila
aguila ; ciguena
ciguena ; avestruz
avestruz ; flamenco
flamenco ; medusa
medusa ; tiburon
tiburon ; ballena
ballena ; caballo
caballo ; burro
burro ; caballitodemar
caballitodemar ; pulpo
pulpo ; calamar
calamar ; rata
rata ; raton
raton ; camaleon
hipopotamo ; elefante
elefante ; cebra
cebra ; jirafa
jirafa ; leon
leon ; tigre
tigre ; guepardo
guepardo ; perro
perro ; gato
gato ; pez
pez ; tiburon
tiburon ; delfin
delfin ; ballena
ballena ; cobra
cobra ; abeja
abeja ; oveja
oveja ; cerdo
cerdo ; caballo
caballo ; pato
pato ; oca
oca ; gallina
gallina ; gallo
gallo ; periquito
periquito ; tiburon
tiburon ; delfin
delfin ; ornitorrinco
ornitorrinco ; gorila
perro ; gato
gato ; delfin
delfin ; pezglobo
pezglobo ; ballena
ballena ; tiburon
tiburon ; paloma
paloma ; aguila
aguila ; elefante
elefante ; zorro
zorro ; serpiente
serpiente ; gusano
gusano ; mantarraya
mantarraya ; hamster
hamster ; orangutan
orangutan ; mono
mono ; oso
zorro ; perro
perro ; gato
gato ; pato
